Zeitstempel,Produkt_Code,SDO_ID,Windgeschwindigkeit,Qualitaet_Niveau,Qualitaet_Byte,Leistung
201903040200,F_MN003,1346,17.5,4,10,2232.3
201903040300,F_MN003,1346,17.1,4,10,2233.5
201903040400,F_MN003,1346,17.7,4,10,2247.1
201903040500,F_MN003,1346,17.3,4,10,2269.1
201903040600,F_MN003,1346,17.2,4,10,2260.7
201903040700,F_MN003,1346,17.9,4,10,2219.1
201903040800,F_MN003,1346,17.0,4,10,2188.3
201903040900,F_MN003,1346,18.9,4,10,2164.7
201903041000,F_MN003,1346,22.7,4,10,2195.5
201903041100,F_MN003,1346,20.3,4,10,2155.7
201903041200,F_MN003,1346,21.4,4,10,2155.7
201903041300,F_MN003,1346,22.1,4,10,2145.7
201903041400,F_MN003,1346,22.7,4,10,2135.4
201903041500,F_MN003,1346,21.7,4,10,2090.5
201903041600,F_MN003,1346,21.6,4,10,2085.7
201903041700,F_MN003,1346,17.9,4,10,2085.7
201903041800,F_MN003,1346,20.1,4,10,2089.0
201903041900,F_MN003,1346,21.8,4,10,2130.6
201903042000,F_MN003,1346,16.1,4,10,2136.9
201903042100,F_MN003,1346,19.4,4,10,2123.1
201903042200,F_MN003,1346,19.0,4,10,2123.1
201903042300,F_MN003,1346,16.6,4,10,2213.0
201903050000,F_MN003,1346,16.3,4,10,2213.0
201903050100,F_MN003,1346,16.7,4,10,2223.0
201903050200,F_MN003,1346,16.7,4,10,2190.7
201903050300,F_MN003,1346,16.6,4,10,2200.0
201903050400,F_MN003,1346,18.6,4,10,2204.8
201903050500,F_MN003,1346,16.3,4,10,2143.0
201903050600,F_MN003,1346,16.3,4,10,2093.5
201903050700,F_MN003,1346,16.7,4,10,2093.5
201903050800,F_MN003,1346,16.4,4,10,2118.1
201903050900,F_MN003,1346,16.4,4,10,2155.4
201903051000,F_MN003,1346,16.7,4,10,2151.6
201903051100,F_MN003,1346,16.2,4,10,2151.6
201903051200,F_MN003,1346,15.1,4,10,2147.8
201903051300,F_MN003,1346,16.1,4,10,2147.8
201903051400,F_MN003,1346,15.0,4,10,2173.8
201903051500,F_MN003,1346,16.0,4,10,2202.7
201903051600,F_MN003,1346,15.5,4,10,2202.7
201903051700,F_MN003,1346,15.7,4,10,2264.5
201903051800,F_MN003,1346,15.3,4,10,2319.0
201903051900,F_MN003,1346,15.5,4,10,2314.7
201903052000,F_MN003,1346,14.2,4,10,2314.7
201903052100,F_MN003,1346,12.4,4,10,2245.7
201903052200,F_MN003,1346,12.7,4,10,2249.5
201903052300,F_MN003,1346,11.0,4,10,2152.8
201903060000,F_MN003,1346,10.1,4,10,2123.9
201903060100,F_MN003,1346,10.3,4,10,2013.1
201903060200,F_MN003,1346,10.3,4,10,1981.3
201903060300,F_MN003,1346,8.6,4,10,1859.4
201903060400,F_MN003,1346,9.9,4,10,1735.7
201903060500,F_MN003,1346,11.0,4,10,1637.6
201903060600,F_MN003,1346,10.5,4,10,1564.1
201903060700,F_MN003,1346,11.4,4,10,1568.5
201903060800,F_MN003,1346,10.5,4,10,1504.1
201903060900,F_MN003,1346,9.6,4,10,1525.3
201903061000,F_MN003,1346,10.8,4,10,1483.4
201903061100,F_MN003,1346,12.2,4,10,1580.1
201903061200,F_MN003,1346,10.3,4,10,1476.5
201903061300,F_MN003,1346,8.8,4,10,1459.2
201903061400,F_MN003,1346,7.8,4,10,1410.2
201903061500,F_MN003,1346,10.2,4,10,1467.9
201903061600,F_MN003,1346,12.5,4,10,1588.0
201903061700,F_MN003,1346,11.5,4,10,1661.1
201903061800,F_MN003,1346,8.8,4,10,1671.2
201903061900,F_MN003,1346,10.5,4,10,1631.4
201903062000,F_MN003,1346,11.8,4,10,1695.8
201903062100,F_MN003,1346,11.6,4,10,1743.6
201903062200,F_MN003,1346,9.5,4,10,1720.6
201903062300,F_MN003,1346,8.9,4,10,1621.1
201903070000,F_MN003,1346,8.7,4,10,1707.8
201903070100,F_MN003,1346,9.5,4,10,1743.9
201903070200,F_MN003,1346,9.2,4,10,1753.7
201903070300,F_MN003,1346,7.9,4,10,1663.2
201903070400,F_MN003,1346,13.7,4,10,1666.8
201903070500,F_MN003,1346,16.7,4,10,1691.8
201903070600,F_MN003,1346,15.2,4,10,1728.4
201903070700,F_MN003,1346,13.8,4,10,1720.9
201903070800,F_MN003,1346,14.1,4,10,1720.9
201903070900,F_MN003,1346,15.3,4,10,1714.7
201903071000,F_MN003,1346,15.6,4,10,1779.6
201903071100,F_MN003,1346,16.1,4,10,1877.3
201903071200,F_MN003,1346,18.7,4,10,1926.9
201903071300,F_MN003,1346,17.2,4,10,2018.8
201903071400,F_MN003,1346,16.9,4,10,2071.5
201903071500,F_MN003,1346,15.4,4,10,2190.8
201903071600,F_MN003,1346,13.6,4,10,2190.8
201903071700,F_MN003,1346,16.2,4,10,2123.8
201903071800,F_MN003,1346,17.2,4,10,2093.4
201903071900,F_MN003,1346,16.5,4,10,2140.7
201903072000,F_MN003,1346,17.3,4,10,2140.7
201903072100,F_MN003,1346,18.9,4,10,2146.4
201903072200,F_MN003,1346,15.6,4,10,2146.4
201903072300,F_MN003,1346,16.0,4,10,2105.0
201903080000,F_MN003,1346,16.6,4,10,2091.8
201903080100,F_MN003,1346,16.8,4,10,2091.8
201903080200,F_MN003,1346,17.7,4,10,2126.8
201903080300,F_MN003,1346,16.0,4,10,2168.9
201903080400,F_MN003,1346,15.9,4,10,2063.0
201903080500,F_MN003,1346,15.2,4,10,2089.6
201903080600,F_MN003,1346,14.4,4,10,2146.9
201903080700,F_MN003,1346,13.8,4,10,2132.0
201903080800,F_MN003,1346,13.7,4,10,2132.0
201903080900,F_MN003,1346,14.5,4,10,2132.4
201903081000,F_MN003,1346,12.8,4,10,2132.4
201903081100,F_MN003,1346,13.3,4,10,2129.3
201903081200,F_MN003,1346,12.2,4,10,2140.9
201903081300,F_MN003,1346,13.6,4,10,2140.9
201903081400,F_MN003,1346,11.7,4,10,2140.9
201903081500,F_MN003,1346,10.8,4,10,2138.2
201903081600,F_MN003,1346,10.1,4,10,2219.1
201903081700,F_MN003,1346,10.7,4,10,2177.1
201903081800,F_MN003,1346,10.1,4,10,2168.0
201903081900,F_MN003,1346,12.2,4,10,2125.3
201903082000,F_MN003,1346,12.7,4,10,2103.0
201903082100,F_MN003,1346,14.0,4,10,2103.0
201903082200,F_MN003,1346,12.5,4,10,2096.8
201903082300,F_MN003,1346,12.8,4,10,2101.4
201903090000,F_MN003,1346,13.4,4,10,2068.6
201903090100,F_MN003,1346,16.4,4,10,2004.1
201903090200,F_MN003,1346,18.2,4,10,2004.1
201903090300,F_MN003,1346,18.7,4,10,2006.9
201903090400,F_MN003,1346,21.0,4,10,2027.6
201903090500,F_MN003,1346,21.6,4,10,2093.3
201903090600,F_MN003,1346,20.6,4,10,2041.0
201903090700,F_MN003,1346,19.9,4,10,2098.6
201903090800,F_MN003,1346,18.8,4,10,2120.9
201903090900,F_MN003,1346,17.6,4,10,2046.0
201903091000,F_MN003,1346,16.8,4,10,2007.9
201903091100,F_MN003,1346,17.4,4,10,2021.5
201903091200,F_MN003,1346,18.4,4,10,2032.2
201903091300,F_MN003,1346,18.3,4,10,2096.8
201903091400,F_MN003,1346,16.7,4,10,2096.8
201903091500,F_MN003,1346,19.0,4,10,2096.8
201903091600,F_MN003,1346,18.6,4,10,2100.9
201903091700,F_MN003,1346,18.5,4,10,2087.5
201903091800,F_MN003,1346,20.7,4,10,2102.2
201903091900,F_MN003,1346,20.5,4,10,2069.0
201903092000,F_MN003,1346,20.1,4,10,2069.0
201903092100,F_MN003,1346,19.8,4,10,2141.3
201903092200,F_MN003,1346,17.7,4,10,2167.0
201903092300,F_MN003,1346,15.5,4,10,2187.6
201903100000,F_MN003,1346,14.1,4,10,2211.1
201903100100,F_MN003,1346,13.0,4,10,2156.4
201903100200,F_MN003,1346,13.3,4,10,2156.4
201903100300,F_MN003,1346,15.4,4,10,2156.4
201903100400,F_MN003,1346,18.5,4,10,2147.4
201903100500,F_MN003,1346,19.9,4,10,2177.6
201903100600,F_MN003,1346,22.0,4,10,2224.2
201903100700,F_MN003,1346,24.6,4,10,2243.1
201903100800,F_MN003,1346,26.7,4,10,2047.3
201903100900,F_MN003,1346,24.1,4,10,2013.6
201903101000,F_MN003,1346,24.2,4,10,2032.2
201903101100,F_MN003,1346,23.5,4,10,2017.7
201903101200,F_MN003,1346,25.7,4,10,1821.9
201903101300,F_MN003,1346,27.0,4,10,1687.7
201903101400,F_MN003,1346,23.8,4,10,1687.7
201903101500,F_MN003,1346,24.6,4,10,1685.7
201903101600,F_MN003,1346,20.3,4,10,1669.3
201903101700,F_MN003,1346,21.0,4,10,1669.3
201903101800,F_MN003,1346,17.9,4,10,1669.3
201903101900,F_MN003,1346,20.6,4,10,1623.2
201903102000,F_MN003,1346,18.7,4,10,1819.0
201903102100,F_MN003,1346,13.3,4,10,1855.2
201903102200,F_MN003,1346,13.0,4,10,1855.2
201903102300,F_MN003,1346,12.0,4,10,1877.4
201903110000,F_MN003,1346,13.0,4,10,2065.5
201903110100,F_MN003,1346,14.8,4,10,2184.2
201903110200,F_MN003,1346,14.7,4,10,2184.2
201903110300,F_MN003,1346,15.8,4,10,2151.4
201903110400,F_MN003,1346,16.8,4,10,2137.3
201903110500,F_MN003,1346,16.8,4,10,2137.3
201903110600,F_MN003,1346,17.4,4,10,2099.3
201903110700,F_MN003,1346,20.0,4,10,2159.8
201903110800,F_MN003,1346,19.6,4,10,2159.8
201903110900,F_MN003,1346,16.6,4,10,2159.8
201903111000,F_MN003,1346,16.5,4,10,2159.8
201903111100,F_MN003,1346,14.4,4,10,2091.6
201903111200,F_MN003,1346,13.6,4,10,2025.3
201903111300,F_MN003,1346,12.4,4,10,2095.5
201903111400,F_MN003,1346,9.3,4,10,2023.2
201903111500,F_MN003,1346,10.4,4,10,2005.2
201903111600,F_MN003,1346,10.3,4,10,1950.2
201903111700,F_MN003,1346,10.3,4,10,1890.7
201903111800,F_MN003,1346,9.5,4,10,1835.8
201903111900,F_MN003,1346,8.6,4,10,1679.1
201903112000,F_MN003,1346,8.4,4,10,1599.0
201903112100,F_MN003,1346,9.0,4,10,1421.6
201903112200,F_MN003,1346,8.9,4,10,1337.8
201903112300,F_MN003,1346,8.2,4,10,1294.6
201903120000,F_MN003,1346,6.5,4,10,1249.0
201903120100,F_MN003,1346,6.8,4,10,1053.2
201903120200,F_MN003,1346,6.0,4,10,960.7
201903120300,F_MN003,1346,6.3,4,10,939.1
201903120400,F_MN003,1346,9.2,4,10,962.0
201903120500,F_MN003,1346,6.6,4,10,865.5
201903120600,F_MN003,1346,7.4,4,10,835.2
201903120700,F_MN003,1346,9.0,4,10,890.2
201903120800,F_MN003,1346,9.7,4,10,970.3
201903120900,F_MN003,1346,9.7,4,10,1106.1
201903121000,F_MN003,1346,11.5,4,10,1179.3
201903121100,F_MN003,1346,11.1,4,10,1275.1
201903121200,F_MN003,1346,12.6,4,10,1378.5
201903121300,F_MN003,1346,11.9,4,10,1574.3
201903121400,F_MN003,1346,11.8,4,10,1680.5
201903121500,F_MN003,1346,14.6,4,10,1688.0
201903121600,F_MN003,1346,16.2,4,10,1759.6
201903121700,F_MN003,1346,16.7,4,10,1915.6
201903121800,F_MN003,1346,17.7,4,10,2038.7
201903121900,F_MN003,1346,21.4,4,10,2140.4
201903122000,F_MN003,1346,19.9,4,10,2140.4
201903122100,F_MN003,1346,23.6,4,10,2155.1
201903122200,F_MN003,1346,21.5,4,10,2165.7
201903122300,F_MN003,1346,21.1,4,10,2181.3
201903130000,F_MN003,1346,21.6,4,10,2197.6
201903130100,F_MN003,1346,15.7,4,10,2132.7
201903130200,F_MN003,1346,14.5,4,10,2170.1
201903130300,F_MN003,1346,15.7,4,10,2237.0
201903130400,F_MN003,1346,15.3,4,10,2208.8
201903130500,F_MN003,1346,16.0,4,10,2167.5
201903130600,F_MN003,1346,15.3,4,10,2167.5
201903130700,F_MN003,1346,15.9,4,10,2167.5
201903130800,F_MN003,1346,16.6,4,10,2143.3
201903130900,F_MN003,1346,14.8,4,10,2099.8
201903131000,F_MN003,1346,13.9,4,10,2099.8
201903131100,F_MN003,1346,16.5,4,10,2099.8
201903131200,F_MN003,1346,15.8,4,10,2087.3
201903131300,F_MN003,1346,14.5,4,10,2106.3
201903131400,F_MN003,1346,12.2,4,10,2126.4
201903131500,F_MN003,1346,15.0,4,10,2091.6
201903131600,F_MN003,1346,15.6,4,10,2080.5
201903131700,F_MN003,1346,15.6,4,10,2117.6
201903131800,F_MN003,1346,15.8,4,10,2073.8
201903131900,F_MN003,1346,15.8,4,10,2073.8
201903132000,F_MN003,1346,18.3,4,10,2097.9
201903132100,F_MN003,1346,18.3,4,10,2133.4
201903132200,F_MN003,1346,16.3,4,10,2076.4
201903132300,F_MN003,1346,14.9,4,10,2076.4
201903140000,F_MN003,1346,14.8,4,10,2049.7
201903140100,F_MN003,1346,13.2,4,10,2068.1
201903140200,F_MN003,1346,14.4,4,10,2069.1
201903140300,F_MN003,1346,13.9,4,10,2104.0
201903140400,F_MN003,1346,13.5,4,10,2132.5
201903140500,F_MN003,1346,14.7,4,10,2136.8
201903140600,F_MN003,1346,13.7,4,10,2163.9
201903140700,F_MN003,1346,16.5,4,10,2123.5
201903140800,F_MN003,1346,17.5,4,10,2123.5
201903140900,F_MN003,1346,17.0,4,10,2158.5
201903141000,F_MN003,1346,17.7,4,10,2215.5
201903141100,F_MN003,1346,20.1,4,10,2215.5
201903141200,F_MN003,1346,20.2,4,10,2254.6
201903141300,F_MN003,1346,21.7,4,10,2282.1
201903141400,F_MN003,1346,23.0,4,10,2262.3
201903141500,F_MN003,1346,23.0,4,10,2262.3
201903141600,F_MN003,1346,23.2,4,10,2269.0
201903141700,F_MN003,1346,24.1,4,10,2228.0
201903141800,F_MN003,1346,22.7,4,10,2207.3
201903141900,F_MN003,1346,20.8,4,10,2247.8
201903142000,F_MN003,1346,21.7,4,10,2170.8
201903142100,F_MN003,1346,19.3,4,10,2170.8
201903142200,F_MN003,1346,9.1,4,10,2000.6
201903142300,F_MN003,1346,11.9,4,10,1912.3
201903150000,F_MN003,1346,14.9,4,10,1835.6
201903150100,F_MN003,1346,10.7,4,10,1835.6
201903150200,F_MN003,1346,12.1,4,10,1847.3
201903150300,F_MN003,1346,13.5,4,10,1847.3
201903150400,F_MN003,1346,15.6,4,10,1851.3
201903150500,F_MN003,1346,15.3,4,10,1892.2
201903150600,F_MN003,1346,14.0,4,10,1871.7
201903150700,F_MN003,1346,17.2,4,10,1871.7
201903150800,F_MN003,1346,19.6,4,10,1948.6
201903150900,F_MN003,1346,21.2,4,10,1934.4
201903151000,F_MN003,1346,23.4,4,10,2104.6
201903151100,F_MN003,1346,22.6,4,10,2193.0
201903151200,F_MN003,1346,22.7,4,10,2232.7
201903151300,F_MN003,1346,21.3,4,10,2232.7
201903151400,F_MN003,1346,20.7,4,10,2240.5
201903151500,F_MN003,1346,20.5,4,10,2165.6
201903151600,F_MN003,1346,20.4,4,10,2132.2
201903151700,F_MN003,1346,20.9,4,10,2132.2
201903151800,F_MN003,1346,19.1,4,10,2190.1
201903151900,F_MN003,1346,20.3,4,10,2190.1
201903152000,F_MN003,1346,20.7,4,10,2190.1
201903152100,F_MN003,1346,20.9,4,10,2170.4
201903152200,F_MN003,1346,20.2,4,10,2170.4
201903152300,F_MN003,1346,20.4,4,10,2170.4
201903160000,F_MN003,1346,19.1,4,10,2165.4
201903160100,F_MN003,1346,18.3,4,10,2157.8
201903160200,F_MN003,1346,18.0,4,10,2158.2
201903160300,F_MN003,1346,17.3,4,10,2233.1
201903160400,F_MN003,1346,15.6,4,10,2266.5
201903160500,F_MN003,1346,14.9,4,10,2266.5
201903160600,F_MN003,1346,16.7,4,10,2266.5
201903160700,F_MN003,1346,15.2,4,10,2230.7
201903160800,F_MN003,1346,14.7,4,10,2230.7
201903160900,F_MN003,1346,17.9,4,10,2264.7
201903161000,F_MN003,1346,18.9,4,10,2264.7
201903161100,F_MN003,1346,19.5,4,10,2196.9
201903161200,F_MN003,1346,19.4,4,10,2233.3
201903161300,F_MN003,1346,19.0,4,10,2216.5
201903161400,F_MN003,1346,19.6,4,10,2216.5
201903161500,F_MN003,1346,18.1,4,10,2115.0
201903161600,F_MN003,1346,19.3,4,10,2115.0
201903161700,F_MN003,1346,18.3,4,10,2115.0
201903161800,F_MN003,1346,19.2,4,10,2038.1
201903161900,F_MN003,1346,21.5,4,10,2058.8
201903162000,F_MN003,1346,21.5,4,10,2058.8
201903162100,F_MN003,1346,21.3,4,10,1992.5
201903162200,F_MN003,1346,20.9,4,10,1992.5
201903162300,F_MN003,1346,20.1,4,10,2016.2
201903170000,F_MN003,1346,20.0,4,10,1998.7
201903170100,F_MN003,1346,19.3,4,10,2023.0
201903170200,F_MN003,1346,19.2,4,10,2023.0
201903170300,F_MN003,1346,17.4,4,10,2104.9
201903170400,F_MN003,1346,15.0,4,10,2104.9
201903170500,F_MN003,1346,16.6,4,10,2104.9
201903170600,F_MN003,1346,17.8,4,10,2170.2
201903170700,F_MN003,1346,18.1,4,10,2185.2
201903170800,F_MN003,1346,15.1,4,10,2185.2
201903170900,F_MN003,1346,15.7,4,10,2233.7
201903171000,F_MN003,1346,18.7,4,10,2207.1
201903171100,F_MN003,1346,15.8,4,10,2181.8
201903171200,F_MN003,1346,19.2,4,10,2199.7
201903171300,F_MN003,1346,14.9,4,10,2184.6
201903171400,F_MN003,1346,16.1,4,10,2184.6
201903171500,F_MN003,1346,14.4,4,10,2141.3
201903171600,F_MN003,1346,15.6,4,10,2129.7
201903171700,F_MN003,1346,16.0,4,10,2129.7
201903171800,F_MN003,1346,15.0,4,10,2110.9
201903171900,F_MN003,1346,13.1,4,10,2079.1
201903172000,F_MN003,1346,12.9,4,10,2018.9
201903172100,F_MN003,1346,13.5,4,10,2036.7
201903172200,F_MN003,1346,12.9,4,10,2032.2
201903172300,F_MN003,1346,11.1,4,10,2021.2
201903180000,F_MN003,1346,10.0,4,10,1921.3
201903180100,F_MN003,1346,10.5,4,10,1852.0
201903180200,F_MN003,1346,10.4,4,10,1784.5
201903180300,F_MN003,1346,11.2,4,10,1847.4
201903180400,F_MN003,1346,8.9,4,10,1738.2
201903180500,F_MN003,1346,9.2,4,10,1600.6
201903180600,F_MN003,1346,8.5,4,10,1450.9
201903180700,F_MN003,1346,8.5,4,10,1364.0
201903180800,F_MN003,1346,7.7,4,10,1286.8
201903180900,F_MN003,1346,7.6,4,10,1209.3
201903181000,F_MN003,1346,9.5,4,10,1154.8
201903181100,F_MN003,1346,9.8,4,10,1152.0
201903181200,F_MN003,1346,9.2,4,10,1114.2
201903181300,F_MN003,1346,9.3,4,10,1089.9
201903181400,F_MN003,1346,8.4,4,10,1016.8
201903181500,F_MN003,1346,6.9,4,10,846.3
201903181600,F_MN003,1346,7.8,4,10,790.2
201903181700,F_MN003,1346,6.4,4,10,787.0
201903181800,F_MN003,1346,5.9,4,10,790.8
201903181900,F_MN003,1346,5.2,4,10,722.7
201903182000,F_MN003,1346,4.8,4,10,664.3
201903182100,F_MN003,1346,4.9,4,10,581.2
201903182200,F_MN003,1346,5.9,4,10,516.7
201903182300,F_MN003,1346,3.8,4,10,404.1
201903190000,F_MN003,1346,2.6,4,10,392.5
201903190100,F_MN003,1346,2.8,4,10,305.4
201903190200,F_MN003,1346,2.3,4,10,250.1
201903190300,F_MN003,1346,2.5,4,10,224.7
201903190400,F_MN003,1346,2.9,4,10,205.8
201903190500,F_MN003,1346,3.8,4,10,165.6
201903190600,F_MN003,1346,3.5,4,10,222.3
201903190700,F_MN003,1346,3.6,4,10,221.8
201903190800,F_MN003,1346,3.6,4,10,221.8
201903190900,F_MN003,1346,3.1,4,10,208.9
201903191000,F_MN003,1346,3.8,4,10,174.4
201903191100,F_MN003,1346,3.7,4,10,181.8
201903191200,F_MN003,1346,4.3,4,10,140.6
201903191300,F_MN003,1346,4.8,4,10,213.5
201903191400,F_MN003,1346,4.3,4,10,242.4
201903191500,F_MN003,1346,4.0,4,10,242.4
201903191600,F_MN003,1346,4.2,4,10,247.1
201903191700,F_MN003,1346,3.6,4,10,232.4
201903191800,F_MN003,1346,3.2,4,10,156.1
201903191900,F_MN003,1346,3.9,4,10,147.5
201903192000,F_MN003,1346,5.5,4,10,147.5
201903192100,F_MN003,1346,7.1,4,10,202.0
201903192200,F_MN003,1346,9.4,4,10,281.8
201903192300,F_MN003,1346,8.7,4,10,379.1
201903200000,F_MN003,1346,7.4,4,10,401.5
201903200100,F_MN003,1346,6.7,4,10,363.3
201903200200,F_MN003,1346,7.7,4,10,361.5
201903200300,F_MN003,1346,6.1,4,10,419.6
201903200400,F_MN003,1346,6.0,4,10,431.4
201903200500,F_MN003,1346,7.5,4,10,453.3
201903200600,F_MN003,1346,6.9,4,10,453.3
201903200700,F_MN003,1346,6.0,4,10,491.6
201903200800,F_MN003,1346,8.1,4,10,528.0
201903200900,F_MN003,1346,9.4,4,10,553.6
201903201000,F_MN003,1346,7.7,4,10,498.9
201903201100,F_MN003,1346,5.2,4,10,451.3
201903201200,F_MN003,1346,5.4,4,10,471.1
201903201300,F_MN003,1346,6.4,4,10,487.5
201903201400,F_MN003,1346,5.4,4,10,460.4
201903201500,F_MN003,1346,5.0,4,10,437.2
201903201600,F_MN003,1346,5.0,4,10,507.7
201903201700,F_MN003,1346,5.0,4,10,485.8
201903201800,F_MN003,1346,5.7,4,10,516.0
201903201900,F_MN003,1346,8.1,4,10,477.7
201903202000,F_MN003,1346,11.1,4,10,637.1
201903202100,F_MN003,1346,14.1,4,10,713.9
201903202200,F_MN003,1346,16.4,4,10,873.6
201903202300,F_MN003,1346,18.0,4,10,940.4
201903210000,F_MN003,1346,17.7,4,10,1094.0
201903210100,F_MN003,1346,17.5,4,10,1223.8
201903210200,F_MN003,1346,18.1,4,10,1419.7
201903210300,F_MN003,1346,18.3,4,10,1580.5
201903210400,F_MN003,1346,19.3,4,10,1678.8
201903210500,F_MN003,1346,20.6,4,10,1874.6
201903210600,F_MN003,1346,20.9,4,10,1971.6
201903210700,F_MN003,1346,19.9,4,10,2167.4
201903210800,F_MN003,1346,19.1,4,10,2167.4
201903210900,F_MN003,1346,17.7,4,10,2182.8
201903211000,F_MN003,1346,17.3,4,10,2177.8
201903211100,F_MN003,1346,17.3,4,10,2243.7
201903211200,F_MN003,1346,14.6,4,10,2192.6
201903211300,F_MN003,1346,8.7,4,10,2094.9
201903211400,F_MN003,1346,5.9,4,10,1945.9
201903211500,F_MN003,1346,4.8,4,10,1766.7
201903211600,F_MN003,1346,4.2,4,10,1581.5
201903211700,F_MN003,1346,4.3,4,10,1385.6
201903211800,F_MN003,1346,5.4,4,10,1266.4
201903211900,F_MN003,1346,9.9,4,10,1243.4
201903212000,F_MN003,1346,13.6,4,10,1156.4
201903212100,F_MN003,1346,11.8,4,10,1157.7
201903212200,F_MN003,1346,11.5,4,10,1141.9
201903212300,F_MN003,1346,7.6,4,10,1067.1
201903220000,F_MN003,1346,5.8,4,10,949.0
201903220100,F_MN003,1346,8.0,4,10,991.1
201903220200,F_MN003,1346,6.6,4,10,944.2
201903220300,F_MN003,1346,8.5,4,10,1023.0
201903220400,F_MN003,1346,6.9,4,10,1075.4
201903220500,F_MN003,1346,5.2,4,10,1150.8
201903220600,F_MN003,1346,4.5,4,10,1142.9
201903220700,F_MN003,1346,4.4,4,10,974.2
201903220800,F_MN003,1346,3.0,4,10,871.4
201903220900,F_MN003,1346,2.5,4,10,675.6
201903221000,F_MN003,1346,2.6,4,10,551.2
201903221100,F_MN003,1346,3.1,4,10,436.0
201903221200,F_MN003,1346,3.5,4,10,499.6
201903221300,F_MN003,1346,2.7,4,10,418.1
201903221400,F_MN003,1346,2.7,4,10,457.7
201903221500,F_MN003,1346,3.0,4,10,389.0
201903221600,F_MN003,1346,3.2,4,10,336.6
201903221700,F_MN003,1346,3.3,4,10,261.2
201903221800,F_MN003,1346,3.2,4,10,289.1
201903221900,F_MN003,1346,4.2,4,10,322.5
201903222000,F_MN003,1346,5.9,4,10,396.3
201903222100,F_MN003,1346,6.1,4,10,405.0
201903222200,F_MN003,1346,6.1,4,10,354.3
201903222300,F_MN003,1346,7.1,4,10,434.5
201903230000,F_MN003,1346,6.6,4,10,346.4
201903230100,F_MN003,1346,5.8,4,10,363.0
201903230200,F_MN003,1346,5.8,4,10,397.6
201903230300,F_MN003,1346,6.1,4,10,418.1
201903230400,F_MN003,1346,7.0,4,10,445.8
201903230500,F_MN003,1346,6.3,4,10,478.6
201903230600,F_MN003,1346,4.2,4,10,484.5
201903230700,F_MN003,1346,3.9,4,10,454.9
201903230800,F_MN003,1346,3.5,4,10,471.9
201903230900,F_MN003,1346,2.8,4,10,463.2
201903231000,F_MN003,1346,0.8,4,10,463.2
201903231100,F_MN003,1346,2.1,4,10,383.0
201903231200,F_MN003,1346,2.4,4,10,381.0
201903231300,F_MN003,1346,2.7,4,10,320.4
201903231400,F_MN003,1346,2.9,4,10,246.2
201903231500,F_MN003,1346,2.4,4,10,199.0
201903231600,F_MN003,1346,1.8,4,10,174.6
201903231700,F_MN003,1346,2.3,4,10,159.3
201903231800,F_MN003,1346,2.5,4,10,125.4
201903231900,F_MN003,1346,2.6,4,10,155.1
201903232000,F_MN003,1346,3.3,4,10,137.7
201903232100,F_MN003,1346,5.6,4,10,150.9
201903232200,F_MN003,1346,4.2,4,10,225.6
201903232300,F_MN003,1346,6.3,4,10,265.0
201903240000,F_MN003,1346,7.9,4,10,409.0
201903240100,F_MN003,1346,8.6,4,10,534.5
201903240200,F_MN003,1346,6.6,4,10,534.5
201903240300,F_MN003,1346,4.0,4,10,543.2
201903240400,F_MN003,1346,1.6,4,10,583.9
201903240500,F_MN003,1346,1.1,4,10,567.8
201903240600,F_MN003,1346,1.6,4,10,567.8
201903240700,F_MN003,1346,2.9,4,10,583.2
201903240800,F_MN003,1346,2.7,4,10,503.6
201903240900,F_MN003,1346,2.8,4,10,491.2
201903241000,F_MN003,1346,2.8,4,10,429.9
201903241100,F_MN003,1346,4.0,4,10,390.6
201903241200,F_MN003,1346,5.5,4,10,266.3
201903241300,F_MN003,1346,6.3,4,10,204.2
201903241400,F_MN003,1346,6.3,4,10,253.2
201903241500,F_MN003,1346,6.5,4,10,244.9
201903241600,F_MN003,1346,4.9,4,10,201.0
201903241700,F_MN003,1346,6.1,4,10,199.7
201903241800,F_MN003,1346,5.8,4,10,224.0
201903241900,F_MN003,1346,6.5,4,10,198.5
201903242000,F_MN003,1346,6.1,4,10,198.5
201903242100,F_MN003,1346,6.2,4,10,202.4
201903242200,F_MN003,1346,5.2,4,10,188.9
201903242300,F_MN003,1346,5.1,4,10,222.8
201903250000,F_MN003,1346,6.2,4,10,230.9
201903250100,F_MN003,1346,6.2,4,10,167.6
201903250200,F_MN003,1346,8.1,4,10,185.7
201903250300,F_MN003,1346,6.9,4,10,282.0
201903250400,F_MN003,1346,7.6,4,10,305.6
201903250500,F_MN003,1346,7.6,4,10,414.9
201903250600,F_MN003,1346,7.3,4,10,425.4
201903250700,F_MN003,1346,7.3,4,10,454.5
201903250800,F_MN003,1346,7.7,4,10,515.3
201903250900,F_MN003,1346,8.8,4,10,653.6
201903251000,F_MN003,1346,10.2,4,10,791.9
201903251100,F_MN003,1346,9.3,4,10,810.3
201903251200,F_MN003,1346,9.8,4,10,844.5
201903251300,F_MN003,1346,9.5,4,10,887.1
201903251400,F_MN003,1346,10.3,4,10,884.2
201903251500,F_MN003,1346,8.8,4,10,874.0
201903251600,F_MN003,1346,10.1,4,10,938.3
201903251700,F_MN003,1346,10.2,4,10,957.3
201903251800,F_MN003,1346,10.2,4,10,1024.9
